pmid,title,year,journal,pubtypes,query_lanes,modules,priority,screening_decision,screening_reason,claim_extraction_candidate,pubmed_url
42155793,The state of motor neural networks in low back pain a systematic review and meta-analysis.,2026,The journal of pain,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42155793/
42155351,Theta burst stimulation for suicidal ideation in depression: A systematic review and meta-analysis of efficacy and protocol moderators.,2026,Psychiatry research,Journal Article; Review,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,mechanisms; safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42155351/
42153440,Transcranial magnetic stimulation in multiple sclerosis: Targeting symptoms through neuroplasticity.,2026,"Multiple sclerosis (Houndmills, Basingstoke, England)",Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42153440/
42136989,Feasibility of transcranial magnetic stimulation adjuvant therapy for chronic respiratory diseases: a narrative review.,2026,Frontiers in rehabilitation sciences,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42136989/
42134622,Accelerating the therapeutic effects of non-invasive brain stimulation: A Neuroscience School of Advanced Studies (NSAS) challenge workshop.,2026,Brain stimulation,Journal Article; Review,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42134622/
42134566,TMS-biomarkers discovery in children and adolescents with neurological disorders: A systematic review and meta-analysis.,2026,Progress in neuro-psychopharmacology & biological psychiatry,Journal Article; Review,clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42134566/
42132124,A meta-analysis suggests that TMS targeting the hippocampal network selectively improves episodic memory.,2026,eLife,Journal Article; Meta-Analysis,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42132124/
42130669,Pulvinar subdivisions and connectivity patterns across primate species: a comparative perspective.,2026,Frontiers in neuroanatomy,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42130669/
42123695,Non-Invasive Brain Stimulation in Frontotemporal Dementia: A Systematic Review of Non-Pharmacological Treatment Approaches.,2026,International journal of molecular sciences,Journal Article; Systematic Review; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42123695/
42123126,Alternative Treatment of the Resistant-to-Treatment Tourette Syndrome-A Systematic Review.,2026,Journal of clinical medicine,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42123126/
42118877,,2026,,Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42118877/
42117419,[Tinnitus compensation strategies based on the current neuroplasticity theories (systematic review)].,2026,Vestnik otorinolaringologii,Journal Article; Systematic Review; Review; English Abstract,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications,mechanisms; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42117419/
42116923,Assessing the efficacy and safety of transcranial magnetic stimulation and vagus nerve stimulation for drug-resistant epilepsy: A systematic review.,2026,Surgical neurology international,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42116923/
42116894,Repetitive transcranial magnetic stimulation for neuropathic pain and neuropsychiatric sequelae in traumatic brain injury: A meta-analysis and trial sequential analysis.,2026,Surgical neurology international,Journal Article; Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42116894/
42110902,Pharmacological and Non-Pharmacological Interventions for Non-Suicidal Self-Injury: A Narrative Review.,2026,Alpha psychiatry,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state,patient_faq_adherence; state_factors; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42110902/
42110448,"Effect of repetitive transcranial magnetic stimulation on perioperative anxiety in female patients: study protocol for a single-center, randomized controlled study.",2026,Frontiers in medicine,Journal Article,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42110448/
42109284,From lobotomy to connectomics: a critical review of contemporary psychosurgery.,2026,Frontiers in psychiatry,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42109284/
42103041,"Multimodal strategies for diagnosis, stratification, and therapeutic monitoring in ALS.",2026,Neuroscience and biobehavioral reviews,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only,measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42103041/
42102424,Research progress and prospect on the mechanisms of non-invasive neuromodulation therapy and acupuncture in treating cognitive impairment after traumatic brain injury.,2026,Current opinion in pharmacology,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42102424/
42100721,Magnetic fields as biophysical activators of autophagy: A preclinical systematic review.,2026,Biochemistry and biophysics reports,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42100721/
42099977,Effects of non-invasive brain stimulation on spontaneous neural activity in post-stroke aphasia: a protocol for a coordinate-based meta-analysis of fALFF studies.,2026,Frontiers in neurology,Journal Article,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42099977/
42088923,Effects of repetitive transcranial magnetic stimulation on neuropathic pain in patients with spinal cord injury: a systematic review and meta-analysis of randomized controlled trials.,2026,Frontiers in neurology,Journal Article; Systematic Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42088923/
42088718,A systematic review on multifocal non-invasive brain stimulation on motor function enhancement.,2026,Frontiers in human neuroscience,Journal Article; Systematic Review,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42088718/
42086508,Non-pharmacologic therapies for sleep disturbances after traumatic brain injury: a systematic review and meta-analysis.,2026,Brain impairment : a multidisciplinary journal of the Australian Society for the Study of Brain Impairment,Journal Article; Systematic Review; Meta-Analysis,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state,patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42086508/
42082007,'RMT-Finder': An automated procedure to determine the Resting Motor Threshold for Transcranial Magnetic Stimulation.,2026,Journal of neuroscience methods,Journal Article,master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow,1,include_claim_extraction,curated_anchor_source,True,https://pubmed.ncbi.nlm.nih.gov/42082007/
42081190,Effects of high-frequency repetitive transcranial magnetic stimulation on memory of post-stroke cognitive impairment patients: A systematic review and meta-analysis.,2026,Journal of Alzheimer's disease : JAD,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42081190/
42077497,Clinical Efficacy of Integrated Acupuncture and Moxibustion Therapy Combined with Drugs in the Treatment of Acute Depressive Disorder: Protocol for a Pragmatic Randomized Controlled Trial.,2026,Neuropsychiatric disease and treatment,Journal Article,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42077497/
42074886,Non-Invasive Electrotherapy in the Rehabilitation of Motor Sequelae and Spasticity Following Stroke: A Systematic Review.,2026,Journal of clinical medicine,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42074886/
42073507,Update on Repetitive Transcranial Magnetic Stimulation in Post-Stroke Cognitive Rehabilitation: A Systematic Review of Randomized Clinical Trials.,2026,"Life (Basel, Switzerland)",Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42073507/
42066923,Exploratory decoding of TMS-EEG: Predicting TEP response to intermittent and continuous theta burst stimulation.,2026,NeuroImage,Journal Article; Randomized Controlled Trial,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; measurement_expansion,1,include_claim_extraction,curated_anchor_source,True,https://pubmed.ncbi.nlm.nih.gov/42066923/
42064201,Non-invasive brain stimulation for neuropathic orofacial pain: a mini-review.,2026,"Frontiers in pain research (Lausanne, Switzerland)",Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42064201/
42061144,Revisiting Obstetric Brachial Plexus Injuries Through a Central Nervous System Lens: Toward Integrated Diagnostic and Therapeutic Frameworks.,2026,Pediatric neurology,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42061144/
42058986,Tremor modulation: a systematic review of resetting by single-pulse transcranial magnetic stimulation.,2026,Turkish journal of medical sciences,Journal Article; Systematic Review; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42058986/
42055949,"Functional near-infrared spectroscopy assessment of the effects of transcranial direct current stimulation combined with transcranial magnetic stimulation on dynamic functional networks in patients with chronic insomnia: randomised, double-blind, parallel-group, controlled clinical trial.",2026,BMJ mental health,Journal Article; Randomized Controlled Trial,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; safety_side_effects_sensations,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; measurement_expansion,1,include_claim_extraction,curated_anchor_source,True,https://pubmed.ncbi.nlm.nih.gov/42055949/
42055012,Effective correction of extreme capacitive artifacts in TMS-EEG via windowed detrending.,2026,Journal of neural engineering,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; measurement_expansion,1,include_claim_extraction,curated_anchor_source,True,https://pubmed.ncbi.nlm.nih.gov/42055012/
42053596,"Precision non-invasive transcranial electromagnetic stimulation: a thematic review of optimizing spatial, temporal, and dose dimensions.",2026,European archives of psychiatry and clinical neuroscience,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42053596/
42052785,Efficacy and Neurophysiological Mechanisms of 10 Hz Repetitive Transcranial Magnetic Stimulation for Post-Stroke Dysphagia: A Randomized Controlled Trial.,2026,Revista de neurologia,Journal Article; Randomized Controlled Trial,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42052785/
42051777,Advances in the diagnosis and management of post-stroke limb spasticity: a narrative review.,2026,Frontiers in neurology,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42051777/
42046881,The effects of rTMS over orbitofrontal cortex on cognitive functions in first-episode schizophrenia.,2026,Psychological medicine,Journal Article; Randomized Controlled Trial,guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/42046881/
